"","SRR16352841ReadsPerGene.out.tab","SRR16352842ReadsPerGene.out.tab","SRR16352843ReadsPerGene.out.tab","SRR16352845ReadsPerGene.out.tab","SRR16352846ReadsPerGene.out.tab","SRR16352847ReadsPerGene.out.tab","SRR16352849ReadsPerGene.out.tab","SRR16352850ReadsPerGene.out.tab","SRR16352851ReadsPerGene.out.tab","SRR16352854ReadsPerGene.out.tab","SRR16352855ReadsPerGene.out.tab","SRR16352856ReadsPerGene.out.tab","SRR16352859ReadsPerGene.out.tab","SRR16352860ReadsPerGene.out.tab","SRR16352861ReadsPerGene.out.tab"
"Sec63",960,1033,1014,384,1073,1062,1583,1767,483,1207,1566,1156,1531,1493,1024
"Chd3",12,18,7,8,30,27,7,14,4,15,9,30,1,13,200
"CTCF",821,604,695,174,450,484,492,833,137,378,439,313,482,614,365
"ms(3)76Ba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG14834",20,18,17,4,34,12,11,28,1,10,14,8,6,24,7
"Cln7",4414,4415,4494,1548,3174,4380,3949,7368,2772,5573,5318,5155,5741,5640,3231
"CG43780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gbs-76A",3031,3319,4448,1140,2789,3833,4051,4945,749,2184,3164,1667,2865,2317,2788
"CG14089",7,5,8,0,2,8,3,7,0,1,0,0,4,1,1
"CG8602",14622,9028,13199,9427,16152,11886,12804,16311,3209,23472,19209,12973,15348,11400,12452
"CG14086",0,3,9,2,0,6,2,3,0,0,3,2,3,3,4
"Rint1",1572,1252,1324,593,1150,1367,946,1564,358,1510,1294,1135,1064,981,673
"CG14085",21,7,1,0,7,1,3,6,0,1,3,0,8,2,0
"CG14088",1,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"CG8607",156,102,144,51,112,80,79,173,42,111,94,106,128,82,121
"Aldh7A1",1360,1133,1393,446,955,823,1896,2470,550,663,1792,744,1770,1808,2135
"CG9666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Max",299,269,282,148,260,264,299,411,113,322,369,279,347,297,319
"unc-13-4A",27,5,23,13,53,0,43,43,13,4,17,32,69,20,36
"mRpL21",235,215,236,121,232,238,295,494,122,447,335,411,345,275,379
"CG14830",12,8,1,7,11,13,9,13,5,11,1,3,4,3,2
"MED4",185,115,98,45,91,125,99,160,40,140,140,108,111,64,111
"CG14082",8,3,9,0,3,1,4,4,4,6,3,4,11,6,3
"Cdc27",941,736,855,308,741,837,891,1115,346,1064,1018,977,854,808,949
"Gem2",51,39,54,11,58,37,60,68,25,100,69,72,73,63,157
"mRpL50",371,366,364,168,277,299,212,317,100,257,214,303,219,226,248
"CG14079",89,55,94,133,189,157,198,230,47,366,334,163,203,149,160
"RpL18",30719,27384,30257,12077,22016,23846,26157,37756,8234,26591,26734,19976,31176,24935,25090
"Naxd",1284,1258,1171,492,987,1095,1253,2076,513,1448,1439,1173,1328,1341,1157
"BHD",165,126,166,50,86,107,118,160,55,147,107,146,107,121,82
"CNPYb",542,393,576,343,603,603,435,502,85,708,500,460,395,398,447
"CG14829",5,2,16,1,1,5,8,7,1,7,6,4,10,5,4
"CG14826",0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
"Sfxn2",1772,1682,1237,492,1098,1626,1180,2045,489,1301,1282,1371,1186,1037,809
"Ugt316A1",1023,836,812,501,1144,995,988,1697,421,1576,1441,1310,1332,1213,934
"SmydA-2",462,397,375,85,163,286,318,401,94,121,161,142,119,150,118
"CG3808",181,133,186,50,110,154,178,230,48,241,186,192,288,223,471
"Acbp3",4,2,2,4,6,11,0,0,155,0,2,850,3,5,25
"Acbp6",0,5,0,1,0,3,0,6,80,0,0,321,4,0,26
"CG11619",116,112,171,36,101,175,132,169,30,176,114,146,109,121,174
"Acbp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG14075",9,2,1,3,1,1,0,1,0,4,2,3,2,4,0
"BBS1",3,8,0,0,3,4,1,1,0,0,4,0,0,2,2
"CG6836",207,167,201,84,130,276,462,844,280,670,547,852,479,482,496
"CG3819",0,0,0,0,0,0,0,1,86,0,1,171,2,2,48
"CG18223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG6839",2,0,0,1,0,0,0,0,28,0,1,32,0,0,29
"Cpr65Ec",0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
"Cpr65Eb",0,0,1,0,0,0,0,2,0,0,2,0,0,0,0
"CG14077",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Cpr65Ea",0,0,0,0,1,1,0,3,0,0,0,0,3,5,0
"Ir75d",0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
"CG8641",16,15,6,10,7,14,9,14,1,6,9,3,9,3,8
"CG6843",385,304,332,156,331,396,239,348,79,432,367,376,287,235,270
"arx",69,50,65,35,88,78,54,121,23,115,75,82,91,57,138
"CG17744",2,2,4,1,1,1,0,0,0,0,0,0,0,0,1
"CG3902",793,629,1177,303,1170,1677,1195,2064,574,1142,2006,948,1493,1459,2431
"NijB",13,10,27,1,4,0,14,22,9,3,0,0,23,26,19
"CG10063",25,33,32,20,46,19,7,17,3,7,30,4,13,26,10
"Rad9",82,27,40,26,52,53,50,87,14,68,65,83,52,32,80
"CG6885",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"CG9953",18538,14295,18937,14548,25706,17561,14646,20891,4549,19307,17038,13889,14323,12066,13697
"Mis12",77,37,61,42,72,39,106,128,31,146,114,104,116,83,109
"Grx1",887,854,897,558,1315,1117,1023,1444,441,1191,1306,1206,1110,932,1063
"CG12477",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CG10064",6,0,2,1,3,2,1,0,0,0,5,0,2,0,0
"Dysb",207,150,222,89,216,204,212,313,66,294,307,269,281,207,176
"Dic4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG10075",192,156,150,71,165,156,168,218,56,183,172,143,168,141,165
"CG8519",145,119,94,25,52,122,85,121,20,47,91,52,81,74,106
"CG6893",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CG9948",62,63,72,40,67,82,91,127,26,119,123,122,122,81,124
"Cyp12c1",797,531,906,549,929,1102,788,1008,231,1278,1496,822,902,710,842
"eIF4E4",0,6,2,4,2,5,0,0,0,0,0,0,0,0,0
"Chmp1",7868,5645,7896,2134,5596,4813,4010,6706,813,3322,4252,3001,4867,4658,2152
"tow",394,280,439,182,354,253,151,154,25,184,162,85,157,115,152
"CG14073",1269,1010,1247,278,951,823,1027,1417,382,1170,1136,1092,1269,1039,1276
"CG14820",0,3,1,0,3,0,0,0,223,0,0,1360,6,0,31
"zpg",1,8,1,4,132,9,1,5,8,7,4,27,3,3,1208
"Atg3",2268,1665,2154,1272,2648,2479,1583,2196,672,2354,2223,2218,1813,1487,1546
"Nufip",79,66,96,32,57,68,60,97,16,75,55,66,93,55,153
"bora",1,0,1,0,10,8,22,52,9,5,13,15,26,12,117
"CG10103",9395,6470,8847,2395,6008,4692,3922,6323,1083,3989,4779,4065,4616,4316,2463
"Vps8",1398,840,1125,692,1275,995,719,1028,242,1466,1309,988,939,665,780
"MED11",346,283,271,179,326,362,258,497,128,436,349,402,396,300,218
"CG8549",718,578,789,394,837,848,534,838,186,880,805,714,591,528,559
"CG8270",634,415,514,346,685,420,482,612,192,792,661,566,447,361,439
"CG10147",175,158,138,60,183,204,181,253,80,278,284,235,200,157,119
"CG18231",0,0,0,0,2,0,0,2,1,1,2,5,0,0,15
"CG42747",0,3,0,1,4,3,1,0,9,1,0,63,2,0,26
"CG18233",3,1,0,0,0,0,0,0,0,3,4,8,0,0,6
"CG18234",0,0,4,0,6,0,2,0,5,0,4,1,0,0,16
"CG13300",3,0,0,0,1,0,1,0,3,0,0,27,0,0,20
"CG10163",25,2,6,1,7,3,1,7,4,2,3,4,1,1,0
"CG7271",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AstC-R1",9,12,3,21,22,14,5,13,3,5,3,18,9,6,5
"CG10226",306,213,179,58,70,157,154,153,43,73,109,72,163,177,152
"CG13299",1,12,4,0,35,2,3,3,3,0,3,7,0,0,112
"CG4306",12,6,8,3,17,12,29,43,28,44,77,47,29,39,204
"CG8219",45,33,25,18,33,24,48,32,3,45,53,17,24,18,17
"CG13700",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"CG5103",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sf3b6",1042,754,1070,485,1098,1029,738,1069,264,1183,980,919,931,776,956
"CG7386",47,19,21,20,42,31,56,50,21,82,69,69,56,40,47
"CheA75a",22,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"CG7320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG7376",136,131,182,45,148,127,138,147,59,277,191,221,191,127,207
"CG13699",0,2,0,0,1,0,0,4,0,0,0,0,2,0,0
"fmt",2659,2100,2617,1011,2462,2144,2163,2724,630,2616,2460,2092,2501,2099,2146
"CG7330",2,9,1,3,3,12,8,17,4,5,11,12,2,8,3
"Prdm13",15,1,7,7,3,21,4,24,1,14,11,5,5,16,3
"Cpr65Az",3,2,0,0,3,1,0,7,1,3,1,0,2,1,0
"Cyp312a1",33,29,14,6,25,21,8,12,4,8,15,12,10,11,9
"CG13297",1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
"RpIIIC53",653,578,536,207,429,417,462,687,167,578,484,475,652,479,548
"CG13698",116,79,73,49,128,130,84,103,20,66,90,127,75,75,191
"CG5290",445,375,470,322,502,315,843,912,82,860,975,538,773,716,337
"CG10467",649,571,742,209,419,419,792,1329,382,414,621,530,820,980,937
"Wdr92",170,115,151,65,118,147,120,178,49,151,104,144,140,103,98
"CG10469",85,43,87,32,75,63,100,104,36,72,91,44,99,93,83
"Prestin",1252,1158,1252,499,1248,981,988,1087,391,765,950,2012,899,863,815
"CG13293",86,67,61,14,34,48,43,60,8,46,55,39,77,45,32
"CG7402",2,0,1,0,5,7,0,4,0,0,2,3,0,2,0
"ssp6",6,7,8,6,12,4,8,13,2,3,3,4,12,8,7
"CG16775",0,1,0,0,0,6,0,0,122,0,2,687,0,0,44
"CG6610",121,74,136,69,139,153,101,139,40,136,123,194,150,110,151
"CG5506",8,3,5,3,5,19,1,1,1628,0,9,9000,2,4,344
"CG13295",450,401,395,235,371,519,430,613,185,590,502,490,511,410,386
"CG7408",1178,838,990,510,894,563,1077,1301,319,1229,1257,744,1187,790,1099
"CG6602",26,23,19,11,46,29,27,36,93,45,429,1209,45,28,157
"CG42269",11,28,20,5,9,31,22,22,12,16,26,23,8,11,14
"TrpRS-m",441,390,376,126,265,276,453,608,167,368,387,324,347,343,449
"CG7430",6325,6193,5746,2375,4610,5497,6455,10244,2539,5424,6109,5201,5914,6082,6120
"MED19",561,491,482,205,414,500,330,595,158,497,453,465,469,411,576
"CG10472",20,19,14,6,20,24,8,31,1674,22,12,14327,15,5,557
"CG6592",0,0,2,0,0,0,1,0,1,2,4,6,0,0,0
"CG5567",76,68,91,55,102,126,141,213,69,144,179,134,111,89,116
"Jon65Ai",5,0,3,0,0,0,0,0,0,0,0,1,0,0,1
"Jon65Aii",3,0,0,0,1,3,0,0,2,0,0,9,0,0,1
"Ir75c",7,2,0,1,2,0,0,0,0,0,0,2,1,2,0
"Jon65Aiii",17,15,15,38,31,92,6,49,20479,18,9,76062,51,17,3295
"Ir75a",0,1,0,2,0,1,2,2,0,0,0,1,0,0,0
"Jon65Aiv",15,20,25,76,50,81,15,65,27074,27,27,109764,64,13,4100
"Cln3",6,5,9,1,2,1,3,5,103,2,61,415,0,4,60
"CG6462",0,0,0,0,0,0,0,0,9,0,0,89,0,0,2
"CG5589",141,132,143,56,150,97,120,142,34,164,153,121,206,119,280
"NUCB1",8440,7253,8758,4787,11163,10883,7321,10333,1972,11470,10901,8425,7688,7112,4560
"Adgf-B",0,0,0,0,0,0,0,0,0,0,5,0,0,4,0
"alphaKap4",0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
"CG10479",2183,2097,1574,1239,2234,3011,2928,4793,2629,4786,3349,4473,4682,4375,3299
"CG6034",179,94,122,1,8,8,22,83,29,0,8,1,77,87,100
"CG7460",46,53,47,44,85,51,62,79,29,61,89,66,73,93,80
"CG6052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crtc",1325,1269,1127,445,1261,1021,1544,2234,583,1454,1660,1208,1630,1437,1282
"CG7484",757,641,666,390,771,669,620,1025,242,743,761,722,872,752,472
"CG10483",295,209,299,105,116,249,163,236,65,136,184,121,212,186,165
"CG7497",412,402,370,228,372,428,530,862,252,523,565,654,389,393,316
"anchor",4534,3606,4562,1813,4578,3388,2620,4445,830,3140,4177,2946,3261,2970,1798
"CG10486",0,0,0,0,3,0,1,3,0,1,0,0,1,0,0
"Vps60",3535,2634,3315,1375,2790,2872,2161,3173,608,2570,2773,2438,2696,2263,1547
"CG5592",1,8,2,0,2,5,0,0,0,0,5,0,0,0,0
"CG7542",25,0,8,16,14,12,1,4,599,5,5,4870,6,6,183
"DNApol-epsilon58",12,7,5,5,12,8,5,9,0,7,5,20,4,7,77
"CG13287",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"CG18586",32,19,10,13,79,30,5,7,1,0,3,13,0,0,124
"Edc3",851,849,859,288,727,744,752,1035,173,593,817,500,880,983,771
"CG5568",3,1,0,1,17,7,1,8,0,5,1,18,0,3,219
"CG7564",683,609,753,258,568,651,772,1087,277,991,999,721,943,799,833
"mad2",30,15,20,26,45,31,24,26,13,23,26,27,24,16,149
"U4-U6-60K",189,132,194,75,138,122,157,248,68,202,158,204,199,136,285
"kri",1577,1586,1553,691,1311,1483,1408,2306,518,1621,1519,1318,1625,1519,1036
"Oatp74D",1447,1539,1736,877,1768,2767,2564,3481,1110,3641,2989,2468,2415,2330,2186
"Bre1",585,523,637,193,434,464,606,875,240,692,630,576,639,489,782
"qjt",8,5,4,0,2,4,0,6,0,4,12,5,4,3,1
"CG13733",3,0,8,0,3,4,5,5,1,10,7,5,0,2,3
"Myt1",262,247,238,161,270,298,274,371,67,358,362,244,299,253,270
"UQCR-Q",5140,4334,4472,1789,3396,4394,3429,5586,1481,3589,3406,3592,3606,3258,3119
"Ppat-Dpck",43,49,72,29,62,73,69,91,40,103,74,74,79,72,69
"CG7589",23,35,37,7,15,38,23,89,26,14,54,127,32,19,42
"QIL1",2320,1883,1900,959,1702,2008,1774,2623,637,1727,1720,1693,1775,1589,1622
"lin-28",1,6,7,1,3,5,1,1,0,4,4,9,0,0,0
"CG18265",8,0,4,1,8,1,8,2,5,7,9,11,10,12,9
"Blimp-1",1256,1199,1564,343,799,1332,1310,1750,504,935,1344,1001,1401,1532,1394
"Eaf6",495,368,419,155,310,266,258,442,73,334,285,194,400,383,248
"CG12229",23,20,21,3,22,35,33,44,5,33,31,8,36,21,11
"TM9SF3",1456,1029,1342,674,1317,1061,1359,1683,367,1381,1451,1238,1302,1276,1054
"CG10591",1,9,2,0,1,4,2,2,0,1,2,0,1,1,0
"Sec3",1008,647,785,461,781,728,890,1109,275,1099,1085,860,989,801,757
"Alp9",2,1,1,2,7,7,1,6,267,0,0,1799,3,2,82
"Alp10",1,3,6,1,4,4,2,1,285,4,1,2511,6,0,87
"spo",0,0,2,0,10,0,0,4,0,0,2,3,0,1,39
"CG13728",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"l(3)psg2",538,455,665,160,336,358,520,659,180,504,571,513,561,505,605
"bc10",1176,961,1036,388,959,1142,798,1148,289,1108,964,987,1040,901,884
"sinu",276,156,202,66,225,238,161,248,50,234,163,184,210,169,233
"Mip",0,0,0,0,0,0,0,0,7,0,0,29,0,0,0
"brv2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13727",0,0,0,0,0,1,1,0,0,0,2,0,0,0,0
"CG13285",4,9,2,0,2,0,1,1,1,0,0,0,3,7,1
"Lkr",12,4,18,5,8,9,3,6,4,1,12,22,6,9,15
"CG13725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"blanks",519,211,476,680,578,1438,1,4,4,23,56,40,1,7,11
"CG4669",9,0,2,0,3,0,0,1,0,0,0,2,2,12,1
"ND-24L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG14057",53,26,63,34,71,41,53,82,18,69,53,61,60,54,86
"CG4835",0,0,0,0,0,0,5,1,23,0,1,172,0,3,1
"CG13723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Papst2",462,340,398,221,456,370,444,610,153,494,429,434,531,476,487
"CG6497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG7707",0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
"Ir64a",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"CG4597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pfdn4",771,607,688,324,640,628,459,677,158,705,590,583,514,383,429
"CG4603",403,419,448,168,293,486,421,727,211,565,466,514,434,426,385
"beg",323,288,274,160,252,298,377,631,157,373,332,376,408,376,367
"Membrin",335,284,399,118,292,322,272,399,77,376,371,273,303,243,207
"CG10674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilp8",5,7,3,7,6,7,2,13,1,16,6,12,2,1,167
"CG4611",295,242,291,111,235,204,226,315,105,223,213,261,262,232,280
"Cyt-c1",8725,8226,7944,2706,5595,6734,7203,11113,2873,5925,6444,5824,6988,6377,6665
"Prpk",285,231,330,129,238,243,219,374,73,313,260,273,296,240,239
"CG7724",46,57,25,17,31,47,40,51,11,42,27,36,47,24,42
"Fit2",197,139,158,75,103,167,192,287,75,179,137,101,209,186,304
"CG6652",0,1,6,1,0,1,1,1,0,2,4,1,3,0,0
"CHMP2B",3907,3024,3819,1070,2546,1914,1512,2707,293,1093,1693,971,1664,1818,652
"CG10672",1412,1486,1339,696,1389,1418,1888,3373,871,2224,2339,1856,2150,2016,1455
"CG7728",457,390,413,139,394,276,432,601,157,587,500,405,749,484,970
"Gdap1",109,62,78,41,104,76,80,98,13,72,73,90,47,50,21
"CG3764",2135,1608,1991,591,1377,1472,1701,2196,511,1409,1331,1177,1892,1376,1422
"Gen",67,64,85,82,107,125,51,64,13,161,188,80,28,41,88
"ATPsynCF6L",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CG17030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rh50",1170,905,994,390,784,791,639,930,271,545,560,536,891,732,595
"CG13704",1179,1164,1682,388,1331,992,877,800,779,144,423,3240,594,581,719
"CG13705",0,3,3,6,3,5,1,0,0,0,3,1,0,6,0
"CG13022",0,3,3,1,0,6,2,1,0,1,1,2,2,3,3
"Dnah3",4,1,6,0,7,2,4,3,0,2,0,1,3,0,0
"CG13023",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CG13707",188,119,191,59,164,185,178,209,69,128,169,149,137,105,133
"CG13708",42,13,35,7,23,32,29,39,6,26,20,20,18,33,14
"LeuRS-m",725,607,650,308,558,672,680,1039,338,943,868,981,792,686,628
"CG7509",25,14,50,10,31,19,28,41,5,12,32,27,18,29,13
"CG9951",408,346,473,243,355,407,366,539,96,493,454,378,332,293,389
"CG13029",1,1,0,0,4,0,1,0,0,1,2,1,0,1,4
"CG13711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sinah",4,1,6,4,2,3,3,2,0,0,0,1,3,2,0
"Zcchc7",1210,912,1278,407,1012,1039,1118,1660,400,1329,1124,957,1331,1113,1473
"CG12493",0,0,0,12,4,9,0,0,2,8,19,27,1,0,8
"CG13712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kud",293,251,268,174,303,281,285,445,79,281,329,221,261,311,280
"CG15876",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"CG13024",13,8,5,2,11,9,34,30,3,8,9,12,36,26,9
"CG18418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nudC",741,409,604,308,647,601,599,1010,203,1074,946,765,851,649,857
"CG7514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13716",1,3,0,2,4,3,0,0,0,0,0,0,0,0,0
"CG13025",116,86,108,35,73,104,44,95,29,71,75,82,68,48,207
"CG9701",60,69,56,108,201,374,62,86,36,152,166,227,82,79,65
"HDAC1",793,670,682,297,601,733,1098,1786,294,1102,1080,1087,995,866,1138
"PGRP-SB1",837,838,1504,2251,5712,5440,2579,2614,653,10867,5409,5994,2785,2760,2250
"PGRP-SB2",0,1,3,3,33,5,10,6,6,24,13,6,3,14,10
"CG11357",2741,1940,2640,647,1396,986,1553,2092,293,1040,1292,754,1697,2056,1376
"CG13026",10,3,12,1,15,7,5,7,0,2,5,6,9,8,2
"CG13031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CG13032",1,0,2,1,21,3,0,3,0,6,2,3,1,4,0
"CG13722",0,4,3,0,0,0,0,4,0,0,1,0,0,3,0
"CG11350",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CG7465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG4101",12,1,7,2,0,3,0,1,0,0,1,0,9,3,1
"CG11349",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"spd-2",38,38,19,26,53,52,61,81,16,65,81,69,46,44,577
"CG15023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"UQCR-C2",10720,10262,9750,3412,5903,7545,9663,15423,3961,6709,7706,6286,9034,8432,8352
"CG15022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rpn12",3712,3781,3750,1577,2780,3859,3023,5808,1875,4510,3584,4648,3459,3069,2618
"CG11345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG4229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG12607",0,0,0,0,0,9,3,0,0,1,0,0,1,2,5
"CG13033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CG15021",168,127,160,65,79,185,103,121,61,34,25,43,181,151,122
"CG15020",7,25,7,2,10,12,4,15,1,4,48,3,8,13,2
"CG15019",854,693,808,294,737,724,1007,1309,245,1252,1162,800,1539,1023,877
"DopEcR",24,24,15,6,20,8,20,36,5,20,36,16,59,30,35
"CG11342",53,27,14,25,38,34,34,52,18,80,67,57,38,55,62
"TyrRS",2546,1999,2193,951,1861,1641,1956,2828,673,2327,2417,2074,2611,2229,2057
"GluRS-m",128,90,110,42,94,102,95,140,39,97,108,120,88,88,106
"TMS1",7568,5651,6993,4425,8148,6245,5055,6893,1614,8053,7008,5505,6281,5158,4078
"Cip4",4095,2668,3508,963,2519,2315,2204,3736,464,1464,1828,1450,2825,3197,1234
"CG15014",171,112,135,51,168,124,140,199,55,149,129,146,95,107,269
"Gagr",409,470,772,271,807,1062,227,387,109,406,362,367,214,363,343
"Fdx2",735,538,668,246,498,681,557,899,265,633,710,842,686,548,658
"roq",1129,1066,1270,389,902,1097,1236,1719,542,1415,1580,1397,1468,1469,1430
"CG1316",1642,1360,1285,700,1374,1395,1153,1701,419,1659,1647,1186,1360,1266,1269
"srw",2,1,1,2,1,2,0,2,0,0,1,2,1,0,2
"CG4842",85,50,56,23,51,44,13,37,4,13,18,6,13,30,45
"Cpr72Ec",10,8,5,2,11,18,7,6,2,1,5,1,1,3,10
"Ctl1",2454,2192,2065,830,1675,2072,1540,2301,708,2088,1924,1457,1534,1360,1121
"Cpr72Eb",4,13,2,1,6,5,1,1,1,0,0,0,0,2,0
"CG1273",2,2,2,1,1,0,0,0,2,3,4,2,1,3,0
"Cpr72Ea",5,4,0,0,0,11,0,1,0,0,0,1,1,2,0
"ringer",1708,1091,1468,552,1125,1430,721,1155,255,579,630,703,821,889,737
"CG11586",177,142,152,81,132,143,134,188,51,180,186,159,139,113,170
"Tcs3",154,81,124,93,130,114,131,222,48,203,181,226,138,118,181
"CG1309",2865,2967,2802,1492,2914,3616,4130,7673,2150,5760,5279,5658,5445,4165,2906
"Golgin104",267,200,246,99,270,252,242,316,80,400,286,273,278,242,289
"CG15011",229,192,276,85,188,230,266,396,65,268,307,220,261,257,289
"CG4998",9,8,3,1,3,8,2,1,0,3,2,1,0,0,1
"CG1265",395,250,305,190,393,375,442,625,162,372,449,634,532,419,377
"CG13058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpr64Ad",89,51,32,9,16,24,14,55,4,8,22,9,19,20,13
"CG13059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpr64Ac",23,13,13,0,12,5,4,15,2,13,3,2,7,8,3
"CG13060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpr64Ab",10,1,4,0,1,0,9,8,1,3,1,2,3,6,3
"CG13041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cpr64Aa",16,9,16,0,11,4,14,3,3,18,8,3,3,13,1
"CG13062",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CG13042",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CG15005",20,5,15,1,22,8,4,12,1,0,5,4,2,2,0
"CG13063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG43367",2432,1732,2427,730,2034,1621,1790,2495,629,1848,2105,1885,2283,1886,1612
"CG13043",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"VhaM9.7-c",1369,1018,1361,764,1573,1139,1080,1214,263,1678,1543,919,996,853,976
"CG13044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG4982",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13068",2,0,0,1,4,5,7,9,5,1,3,17,6,4,6
"Teh2",78,52,100,33,78,49,95,89,22,57,83,69,56,49,48
"Teh4",28,20,22,9,47,20,30,33,6,33,34,8,27,21,18
"CG14990",820,1518,1162,475,1414,1113,1711,1704,363,721,1034,311,1313,1175,1346
"CG4962",3,0,2,0,7,0,0,0,0,0,0,1,2,0,0
"CG4950",3394,2563,2760,1075,2778,1802,3011,4517,1099,1444,1032,2128,3979,5604,5437
"Ero1L",3906,2978,4165,1606,2713,2348,1686,2401,521,2375,2308,2149,1949,1609,1466
"CG14989",2,0,3,0,2,2,1,2,46,0,1,181,0,0,7
"CG13045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dpy-30L2",6,0,0,1,0,4,0,0,0,4,0,0,2,1,0
"CG13046",0,0,0,0,0,0,0,1,0,3,0,0,0,4,0
"CG1136",469,305,398,69,132,286,72,136,23,146,99,69,113,96,75
"CG13047",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"CG13054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG1299",1062,588,675,451,874,755,385,666,151,264,300,270,320,456,316
"Rcd5",1129,840,1007,532,824,969,769,1134,269,1065,967,658,918,758,961
"CG13048",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CG13055",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"CG11593",2107,1505,2022,623,1448,1423,1116,1832,310,1039,1341,1018,1206,1115,684
"Chd64",11862,8282,11575,5049,11851,9505,7290,10832,3069,8954,7555,10565,9929,9604,7983
"CG13050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MED10",536,532,535,367,708,743,476,724,172,908,754,667,574,446,489
"Ack",1487,1158,1372,652,1319,1394,932,1334,321,1201,1237,972,1102,878,886
